z,n,name,decayModes,abundance
81,113,194Tl,A LT 1.0E-7,NaN
81,113,194Tl,EC = 100.00,NaN
81,114,195Tl,EC = 100.00,NaN
81,114,195Tl,IT = 100.00,NaN
81,100,181Tl,A LE 10.00,NaN
81,100,181Tl,EC  ,NaN
81,100,181Tl,IT = 99.60,NaN
81,100,181Tl,A = 0.40,NaN
81,101,182Tl,EC = 97.50,NaN
81,101,182Tl,A LT 5.00,NaN
81,133,214Tl,B- = 100.00,NaN
81,133,214Tl,BN  ,NaN
81,134,215Tl,B- = 100.00,NaN
81,134,215Tl,BN ? ,NaN
81,131,212Tl,B- = 100.00,NaN
81,132,213Tl,B- = 100.00,NaN
81,130,211Tl,B- = 100.00,NaN
81,130,211Tl,BN ? ,NaN
81,128,209Tl,B- = 100.00,NaN
81,129,210Tl,B- = 100.00,NaN
81,129,210Tl,BN = 7.0E-3,NaN
81,126,207Tl,B- = 100.00,NaN
81,126,207Tl,IT = 100.00,NaN
81,127,208Tl,B- = 100.00,NaN
81,124,205Tl,NaN,70.48%
81,125,206Tl,B- = 100.00,NaN
81,125,206Tl,IT = 100.00,NaN
81,137,218Tl,NaN,NaN
81,135,216Tl,B- = 100.00,NaN
81,135,216Tl,BN  ,NaN
81,136,217Tl,B- = 100.00,NaN
81,136,217Tl,BN  ,NaN
81,95,176Tl,P = 100.00,NaN
81,96,177Tl,A = 73.00,NaN
81,96,177Tl,P = 27.00,NaN
81,97,178Tl,A AP 53.00,NaN
81,97,178Tl,EC AP 47.00,NaN
81,98,179Tl,A LT 100.00,NaN
81,98,179Tl,P  ,NaN
81,98,179Tl,EC  ,NaN
81,98,179Tl,A LE 100.00,NaN
81,98,179Tl,P  ,NaN
81,98,179Tl,EC  ,NaN
81,98,179Tl,IT  ,NaN
81,99,180Tl,EC = 94.00,NaN
81,99,180Tl,A = 6.00,NaN
81,99,180Tl,EF = @3.2E-4,NaN
82,96,178Pb,A = 100.00,NaN
82,97,179Pb,A = 100.00,NaN
82,98,180Pb,A AP 100.00,NaN
82,99,181Pb,A = 100.00,NaN
82,99,181Pb,A LT 100.00,NaN
82,116,198Pb,EC = 100.00,NaN
82,117,199Pb,EC = 100.00,NaN
82,117,199Pb,IT AP 93.00,NaN
82,117,199Pb,EC AP 7.00,NaN
82,118,200Pb,EC = 100.00,NaN
82,119,201Pb,EC = 100.00,NaN
82,119,201Pb,IT = 100.00,NaN
82,112,194Pb,EC = 100.00,NaN
82,112,194Pb,A = 7.3E-6,NaN
82,113,195Pb,EC = 100.00,NaN
82,113,195Pb,EC = 100.00,NaN
82,114,196Pb,A LE 3.0E-5,NaN
82,114,196Pb,EC  ,NaN
82,115,197Pb,EC = 100.00,NaN
82,115,197Pb,EC = 81.00,NaN
82,115,197Pb,IT = 19.00,NaN
82,120,202Pb,EC = 100.00,NaN
82,120,202Pb,IT = 90.50,NaN
82,120,202Pb,EC = 9.50,NaN
82,121,203Pb,EC = 100.00,NaN
82,121,203Pb,IT = 100.00,NaN
82,121,203Pb,IT = 100.00,NaN
82,122,204Pb,A  ,1.4%
82,122,204Pb,IT = 100.00,1.4%
82,105,187Pb,EC = 88.00,NaN
82,105,187Pb,A = 12.00,NaN
82,105,187Pb,EC = 90.50,NaN
82,105,187Pb,A = 9.50,NaN
82,106,188Pb,EC = 90.70,NaN
82,106,188Pb,A = 9.30,NaN
82,107,189Pb,EC = 100.00,NaN
82,107,189Pb,A LT 1.00,NaN
82,107,189Pb,EC = 100.00,NaN
82,107,189Pb,A LT 1.00,NaN
82,108,190Pb,EC = 99.60,NaN
82,108,190Pb,A = 0.40,NaN
82,101,183Pb,A AP 90.00,NaN
82,101,183Pb,A = 100.00,NaN
82,102,184Pb,A = 80.00,NaN
82,102,184Pb,EC = 20.00,NaN
82,103,185Pb,A = 34.00,NaN
82,103,185Pb,EC  ,NaN
82,103,185Pb,A = 50.00,NaN
82,103,185Pb,EC  ,NaN
82,104,186Pb,EC = 60.00,NaN
82,104,186Pb,A = 40.00,NaN
82,109,191Pb,EC = 99.99,NaN
82,109,191Pb,A = 0.01,NaN
82,109,191Pb,EC = 100.00,NaN
82,109,191Pb,A AP 0.02,NaN
82,110,192Pb,EC = 99.99,NaN
82,110,192Pb,A = 5.9E-3,NaN
82,111,193Pb,EC  ,NaN
82,111,193Pb,EC = 100.00,NaN
82,100,182Pb,A AP 98.00,NaN
82,100,182Pb,EC AP 2.00,NaN
82,138,220Pb,B- = 100.00,NaN
82,134,216Pb,B- = 100.00,NaN
82,135,217Pb,B- = 100.00,NaN
82,136,218Pb,B- = 100.00,NaN
82,137,219Pb,B- = 100.00,NaN
82,127,209Pb,B- = 100.00,NaN
82,128,210Pb,B- = 100.00,NaN
82,128,210Pb,A = 1.9E-6,NaN
82,129,211Pb,B- = 100.00,NaN
82,123,205Pb,EC = 100.00,NaN
82,123,205Pb,IT = 100.00,NaN
82,124,206Pb,NaN,24.1%
82,125,207Pb,NaN,22.1%
82,125,207Pb,IT = 100.00,22.1%
82,126,208Pb,NaN,52.4%
82,130,212Pb,B- = 100.00,NaN
82,131,213Pb,B- = 100.00,NaN
82,132,214Pb,B- = 100.00,NaN
82,133,215Pb,B- = 100.00,NaN
83,120,203Bi,EC = 100.00,NaN
83,120,203Bi,IT = 100.00,NaN
83,121,204Bi,EC = 100.00,NaN
83,121,204Bi,IT = 100.00,NaN
83,121,204Bi,IT = 100.00,NaN
83,113,196Bi,EC = 100.00,NaN
83,113,196Bi,A = 1.2E-3,NaN
83,113,196Bi,EC  ,NaN
83,113,196Bi,IT  ,NaN
83,113,196Bi,EC = 74.20,NaN
83,113,196Bi,IT = 25.80,NaN
83,113,196Bi,A = 3.8E-4,NaN
83,114,197Bi,EC = 100.00,NaN
83,114,197Bi,A = 1.0E-4,NaN
83,114,197Bi,A = 55.00,NaN
83,114,197Bi,EC = 45.00,NaN
83,114,197Bi,IT LT 0.30,NaN
83,111,194Bi,EC = 99.54,NaN
83,111,194Bi,A = 0.46,NaN
83,111,194Bi,EC = 100.00,NaN
83,111,194Bi,EC = 99.80,NaN
83,111,194Bi,A = 0.20,NaN
83,112,195Bi,EC = 99.97,NaN
83,112,195Bi,A = 0.03,NaN
83,112,195Bi,EC = 67.00,NaN
83,112,195Bi,A = 33.00,NaN
83,117,200Bi,EC = 100.00,NaN
83,117,200Bi,EC LE 100.00,NaN
83,117,200Bi,IT = 100.00,NaN
83,118,201Bi,EC = 100.00,NaN
83,118,201Bi,EC AP 91.10,NaN
83,118,201Bi,IT LE 8.60,NaN
83,118,201Bi,A AP 0.30,NaN
83,115,198Bi,EC = 100.00,NaN
83,115,198Bi,EC = 100.00,NaN
83,115,198Bi,IT = 100.00,NaN
83,116,199Bi,EC = 100.00,NaN
83,116,199Bi,EC = 99.00,NaN
83,116,199Bi,IT LT 2.00,NaN
83,116,199Bi,A AP 0.01,NaN
83,119,202Bi,EC = 100.00,NaN
83,110,193Bi,EC = 96.50,NaN
83,110,193Bi,A = 3.50,NaN
83,110,193Bi,A = 84.00,NaN
83,110,193Bi,EC = 16.00,NaN
83,102,185Bi,P = 90.00,NaN
83,102,185Bi,A = 10.00,NaN
83,103,186Bi,A = 100.00,NaN
83,103,186Bi,A = 100.00,NaN
83,101,184Bi,A = 100.00,NaN
83,101,184Bi,A = 100.00,NaN
83,106,189Bi,A AP 50.00,NaN
83,106,189Bi,EC LT 50.00,NaN
83,106,189Bi,A AP 50.00,NaN
83,106,189Bi,EC LT 50.00,NaN
83,107,190Bi,A = 90.00,NaN
83,107,190Bi,EC = 10.00,NaN
83,107,190Bi,A = 70.00,NaN
83,107,190Bi,EC = 30.00,NaN
83,104,187Bi,A = 100.00,NaN
83,104,187Bi,A = 100.00,NaN
83,105,188Bi,A = 100.00,NaN
83,105,188Bi,EC ? ,NaN
83,105,188Bi,A = 100.00,NaN
83,105,188Bi,EC = ?,NaN
83,108,191Bi,A = 51.00,NaN
83,108,191Bi,EC = 49.00,NaN
83,108,191Bi,A = 68.00,NaN
83,108,191Bi,IT = 32.00,NaN
83,108,191Bi,EC  ,NaN
83,109,192Bi,EC = 88.00,NaN
83,109,192Bi,A = 12.00,NaN
83,109,192Bi,EC = 90.00,NaN
83,109,192Bi,A = 10.00,NaN
83,140,223Bi,B- = 100.00,NaN
83,140,223Bi,BN  ,NaN
83,141,224Bi,B- = 100.00,NaN
83,141,224Bi,BN ? ,NaN
83,135,218Bi,B- = 100.00,NaN
83,136,219Bi,B- = 100.00,NaN
83,133,216Bi,B- LE 100.00,NaN
83,133,216Bi,B- LE 100.00,NaN
83,134,217Bi,B- = 100.00,NaN
83,139,222Bi,B- = 100.00,NaN
83,137,220Bi,B- = 100.00,NaN
83,138,221Bi,B- = 100.00,NaN
83,138,221Bi,BN  ,NaN
83,131,214Bi,B- = 99.98,NaN
83,131,214Bi,A = 0.02,NaN
83,132,215Bi,B- = 100.00,NaN
83,132,215Bi,IT = 76.9,NaN
83,132,215Bi,B- = 23.1,NaN
83,130,213Bi,B- = 97.80,NaN
83,130,213Bi,A = 2.20,NaN
83,124,207Bi,EC = 100.00,NaN
83,125,208Bi,EC = 100.00,NaN
83,125,208Bi,IT = 100.00,NaN
83,122,205Bi,EC = 100.00,NaN
83,123,206Bi,EC = 100.00,NaN
83,123,206Bi,IT = 100.00,NaN
83,128,211Bi,A = 99.72,NaN
83,128,211Bi,B- = 0.28,NaN
83,129,212Bi,B- = 64.06,NaN
83,129,212Bi,A = 35.94,NaN
83,129,212Bi,A = 67.00,NaN
83,129,212Bi,B- = 33.00,NaN
83,129,212Bi,BA = 30.00,NaN
83,129,212Bi,B- = 100.00,NaN
83,126,209Bi,A = 100.0,100%
83,127,210Bi,B- = 100.00,NaN
83,127,210Bi,A = 1.3E-4,NaN
83,127,210Bi,A = 100.00,NaN
84,121,205Po,EC = 99.96,NaN
84,121,205Po,A = 0.04,NaN
84,121,205Po,IT = 100.00,NaN
84,121,205Po,IT = 100.00,NaN
84,122,206Po,EC = 94.55,NaN
84,122,206Po,A = 5.45,NaN
84,123,207Po,EC = 99.98,NaN
84,123,207Po,A = 0.02,NaN
84,123,207Po,IT = 100.00,NaN
84,124,208Po,A = 100.00,NaN
84,124,208Po,EC = 4.0E-3,NaN
84,125,209Po,A = 99.55,NaN
84,125,209Po,EC = 0.45,NaN
84,126,210Po,A = 100.00,NaN
84,127,211Po,A = 100.00,NaN
84,127,211Po,A = 99.98,NaN
84,127,211Po,IT = 0.02,NaN
84,128,212Po,A = 100.00,NaN
84,128,212Po,A = 99.93,NaN
84,128,212Po,IT = 0.07,NaN
84,129,213Po,A = 100.00,NaN
84,130,214Po,A = 100.00,NaN
84,131,215Po,A = 100.00,NaN
84,131,215Po,B- = 2.3E-4,NaN
84,132,216Po,A = 100.00,NaN
84,133,217Po,A  ,NaN
84,134,218Po,A = 99.98,NaN
84,134,218Po,B- = 0.02,NaN
84,135,219Po,B- = 71.80,NaN
84,135,219Po,A = 28.20,NaN
84,136,220Po,B- = 100.00,NaN
84,137,221Po,B- = 100.00,NaN
84,138,222Po,B- = 100.00,NaN
84,139,223Po,B- = 100.00,NaN
84,140,224Po,B- = 100.00,NaN
84,141,225Po,B- = 100.00,NaN
84,142,226Po,B- = 100.00,NaN
84,143,227Po,B- = 100.00,NaN
84,102,186Po,A AP 100.00,NaN
84,103,187Po,A = 100.00,NaN
84,104,188Po,EC = 100.00,NaN
84,104,188Po,A  ,NaN
84,105,189Po,A = 100.00,NaN
84,106,190Po,A = 100.00,NaN
84,107,191Po,A = 99.00,NaN
84,107,191Po,A = 96.00,NaN
84,108,192Po,A AP 99.50,NaN
84,108,192Po,EC AP 0.50,NaN
84,109,193Po,A LE 100.00,NaN
84,109,193Po,A LE 100.00,NaN
84,110,194Po,A = 100.00,NaN
84,110,194Po,EC  ,NaN
84,111,195Po,A = 94.00,NaN
84,111,195Po,EC = 4.00,NaN
84,111,195Po,A AP 90.00,NaN
84,111,195Po,EC AP 10.00,NaN
84,111,195Po,IT LT 0.01,NaN
84,112,196Po,A AP 98.00,NaN
84,112,196Po,EC AP 2.00,NaN
84,113,197Po,EC = 56.00,NaN
84,113,197Po,A = 44.00,NaN
84,113,197Po,A = 84.00,NaN
84,113,197Po,EC = 16.00,NaN
84,113,197Po,IT = 0.01,NaN
84,114,198Po,A = 57.00,NaN
84,114,198Po,E = 43.00,NaN
84,115,199Po,EC = 92.50,NaN
84,115,199Po,A = 7.50,NaN
84,115,199Po,EC = 73.50,NaN
84,115,199Po,A = 24.00,NaN
84,115,199Po,IT = 2.50,NaN
84,116,200Po,EC = 88.90,NaN
84,116,200Po,A = 11.10,NaN
84,117,201Po,EC = 98.87,NaN
84,117,201Po,A = 1.13,NaN
84,117,201Po,IT = 56.20,NaN
84,117,201Po,EC = 41.40,NaN
84,117,201Po,A = 2.40,NaN
84,118,202Po,EC = 98.08,NaN
84,118,202Po,A = 1.92,NaN
84,119,203Po,EC = 99.89,NaN
84,119,203Po,A = 0.11,NaN
84,119,203Po,IT = 100.00,NaN
84,119,203Po,EC  ,NaN
84,120,204Po,EC = 99.33,NaN
84,120,204Po,A = 0.67,NaN
85,108,193At,A = 100.00,NaN
85,108,193At,A = 100.00,NaN
85,108,193At,IT = 76.00,NaN
85,108,193At,A = 24.00,NaN
85,109,194At,A  ,NaN
85,109,194At,A  ,NaN
85,106,191At,A = 100.00,NaN
85,106,191At,A = 100.00,NaN
85,107,192At,A = 100.00,NaN
85,107,192At,A = 100.00,NaN
85,119,204At,EC = 96.09,NaN
85,119,204At,A = 3.91,NaN
85,119,204At,IT = 100.00,NaN
85,117,202At,EC = 63.00,NaN
85,117,202At,A = 37.00,NaN
85,117,202At,EC = 91.30,NaN
85,117,202At,A = 8.70,NaN
85,117,202At,IT = 99.90,NaN
85,117,202At,A = 0.10,NaN
85,118,203At,EC = 69.00,NaN
85,118,203At,A = 31.00,NaN
85,115,200At,A = 52.00,NaN
85,115,200At,EC = 48.00,NaN
85,115,200At,EC LE 57.00,NaN
85,115,200At,A = 43.00,NaN
85,115,200At,EC LT 89.50,NaN
85,115,200At,IT LT 89.50,NaN
85,115,200At,A AP 10.50,NaN
85,116,201At,A = 71.00,NaN
85,116,201At,EC = 29.00,NaN
85,113,198At,A = 90.00,NaN
85,113,198At,EC = 10.00,NaN
85,113,198At,A = 84.00,NaN
85,113,198At,EC = 16.00,NaN
85,114,199At,A = 90.00,NaN
85,114,199At,EC = 10.00,NaN
85,114,199At,A ? 1.00,NaN
85,111,196At,A AP 95.10,NaN
85,111,196At,EC = @ 4.90,NaN
85,112,197At,A = 96.10,NaN
85,112,197At,EC = 3.90,NaN
85,112,197At,A LE 100.00,NaN
85,112,197At,IT LE 4.0E-3,NaN
85,112,197At,EC  ,NaN
85,110,195At,A = 100.00,NaN
85,110,195At,A = 100.00,NaN
85,128,213At,A = 100.00,NaN
85,129,214At,A = 100.00,NaN
85,126,211At,EC = 58.20,NaN
85,126,211At,A = 41.80,NaN
85,126,211At,IT = 41.80,NaN
85,127,212At,A = 100.00,NaN
85,127,212At,EC LT 0.03,NaN
85,127,212At,B- LT 2.0E-6,NaN
85,127,212At,A AP 99.00,NaN
85,127,212At,IT LT 1.00,NaN
85,124,209At,EC = 95.90,NaN
85,124,209At,A = 4.10,NaN
85,125,210At,EC = 99.82,NaN
85,125,210At,A = 0.18,NaN
85,122,207At,EC = 91.40,NaN
85,122,207At,A = 8.60,NaN
85,123,208At,EC = 99.45,NaN
85,123,208At,A = 0.55,NaN
85,120,205At,EC = 90.00,NaN
85,120,205At,A = 10.00,NaN
85,121,206At,EC = 99.10,NaN
85,121,206At,A = 0.90,NaN
85,130,215At,A = 100.00,NaN
85,139,224At,B- = 100.00,NaN
85,137,222At,B- = 100.00,NaN
85,138,223At,B- = 100.00,NaN
85,135,220At,B- = 92.00,NaN
85,135,220At,A = 8.00,NaN
85,136,221At,B- = 100.00,NaN
85,133,218At,A = 99.90,NaN
85,133,218At,B- = 0.10,NaN
85,134,219At,A = 93.60,NaN
85,134,219At,B- = 6.40,NaN
85,131,216At,A = 100.00,NaN
85,131,216At,B- LT 6.0E-3,NaN
85,131,216At,EC LT 3.0E-7,NaN
85,132,217At,A = 99.99,NaN
85,132,217At,B- = 7.0E-3,NaN
85,140,225At,B- = 100.00,NaN
85,141,226At,B- = 100.00,NaN
85,144,229At,B- = 100.00,NaN
85,144,229At,BN  ,NaN
85,142,227At,B- = 100.00,NaN
85,142,227At,BN ? ,NaN
85,143,228At,B- = 100.00,NaN
86,128,214Rn,A = 100.00,NaN
86,127,213Rn,A = 100.00,NaN
86,129,215Rn,A = 100.00,NaN
86,124,210Rn,A = 96.00,NaN
86,124,210Rn,EC = 4.00,NaN
86,123,209Rn,EC = 83.00,NaN
86,123,209Rn,A = 17.00,NaN
86,126,212Rn,A = 100.00,NaN
86,125,211Rn,EC = 72.60,NaN
86,125,211Rn,A = 27.40,NaN
86,120,206Rn,A = 62.00,NaN
86,120,206Rn,EC = 38.00,NaN
86,122,208Rn,A = 62.00,NaN
86,122,208Rn,EC = 38.00,NaN
86,121,207Rn,EC = 79.00,NaN
86,121,207Rn,A = 21.00,NaN
86,140,226Rn,B- = 100.00,NaN
86,139,225Rn,B- = 100.00,NaN
86,138,224Rn,B- = 100.00,NaN
86,135,221Rn,B- = 78.00,NaN
86,135,221Rn,A = 22.00,NaN
86,134,220Rn,A = 100.00,NaN
86,137,223Rn,B- = 100.00,NaN
86,136,222Rn,A = 100.00,NaN
86,131,217Rn,A = 100.00,NaN
86,130,216Rn,A = 100.00,NaN
86,133,219Rn,A = 100.00,NaN
86,132,218Rn,A = 100.00,NaN
86,145,231Rn,B- = 100.00,NaN
86,142,228Rn,B- = 100.00,NaN
86,141,227Rn,B- = 100.00,NaN
86,144,230Rn,B- = 100.00,NaN
86,143,229Rn,B- = 100.00,NaN
86,109,195Rn,A = 100.00,NaN
86,109,195Rn,A = 100.00,NaN
86,108,194Rn,A = 100.00,NaN
86,107,193Rn,A = 100.00,NaN
86,117,203Rn,A = 66.00,NaN
86,117,203Rn,EC = 34.00,NaN
86,117,203Rn,A = 75.00,NaN
86,117,203Rn,EC = 25.00,NaN
86,116,202Rn,A = 78.00,NaN
86,116,202Rn,EC = 22.00,NaN
86,119,205Rn,EC = 75.40,NaN
86,119,205Rn,A = 24.60,NaN
86,118,204Rn,A = 72.40,NaN
86,118,204Rn,EC = 27.60,NaN
86,113,199Rn,A = 94.00,NaN
86,113,199Rn,EC = 6.00,NaN
86,113,199Rn,A = 97.00,NaN
86,113,199Rn,EC = 3.00,NaN
86,112,198Rn,A  ,NaN
86,112,198Rn,EC  ,NaN
86,115,201Rn,A  ,NaN
86,115,201Rn,EC  ,NaN
86,115,201Rn,EC  ,NaN
86,115,201Rn,A  ,NaN
86,114,200Rn,A = 86.00,NaN
86,114,200Rn,EC = 14.00,NaN
86,111,197Rn,A = 100.00,NaN
86,111,197Rn,A = 100.00,NaN
86,110,196Rn,A = 99.90,NaN
86,110,196Rn,EC AP 0.10,NaN
87,139,226Fr,B- = 100.00,NaN
87,138,225Fr,B- = 100.00,NaN
87,137,224Fr,B- = 100.00,NaN
87,132,219Fr,A = 100.00,NaN
87,131,218Fr,A = 100.00,NaN
87,131,218Fr,A LE 100.00,NaN
87,131,218Fr,IT  ,NaN
87,130,217Fr,A = 100.00,NaN
87,136,223Fr,B- = 99.99,NaN
87,136,223Fr,A = 6.0E-3,NaN
87,135,222Fr,B- = 100.00,NaN
87,134,221Fr,A = 100.00,NaN
87,134,221Fr,B- LT 0.10,NaN
87,133,220Fr,A = 99.65,NaN
87,133,220Fr,B- = 0.35,NaN
87,129,216Fr,A = 100.00,NaN
87,128,215Fr,A = 100.00,NaN
87,128,215Fr,A = 100.00,NaN
87,128,215Fr,A = 100.00,NaN
87,128,215Fr,A = 100.00,NaN
87,128,215Fr,A = 100.00,NaN
87,127,214Fr,A = 100.00,NaN
87,127,214Fr,A = 100.00,NaN
87,126,213Fr,A = 99.44,NaN
87,126,213Fr,EC = 0.56,NaN
87,121,208Fr,A = 89.00,NaN
87,121,208Fr,EC = 11.00,NaN
87,120,207Fr,A = 95.00,NaN
87,120,207Fr,E = 5.00,NaN
87,125,212Fr,EC = 57.00,NaN
87,125,212Fr,A = 43.00,NaN
87,124,211Fr,A = 87.00,NaN
87,124,211Fr,EC = 13.00,NaN
87,123,210Fr,A = 71.00,NaN
87,123,210Fr,EC = 29.00,NaN
87,122,209Fr,A = 89.00,NaN
87,122,209Fr,EC = 11.00,NaN
87,143,230Fr,B- = 100.00,NaN
87,142,229Fr,B- = 100.00,NaN
87,141,228Fr,B- LT 100.00,NaN
87,140,227Fr,B- = 100.00,NaN
87,146,233Fr,B- = 100.00,NaN
87,146,233Fr,BN ? ,NaN
87,145,232Fr,B- = 100.00,NaN
87,144,231Fr,B- = 100.00,NaN
87,118,205Fr,A = 98.50,NaN
87,118,205Fr,E = 1.50,NaN
87,117,204Fr,A = 92.00,NaN
87,117,204Fr,EC = 8.00,NaN
87,117,204Fr,A = 90.00,NaN
87,117,204Fr,EC = 10.00,NaN
87,117,204Fr,A = 74.00,NaN
87,117,204Fr,EC = 26.00,NaN
87,116,203Fr,A LE 100.00,NaN
87,115,202Fr,A = 100.00,NaN
87,115,202Fr,A = 100.00,NaN
87,119,206Fr,A AP 84.00,NaN
87,119,206Fr,EC AP 16.00,NaN
87,119,206Fr,A AP 84.00,NaN
87,119,206Fr,EC AP 16.00,NaN
87,119,206Fr,IT = 95.00,NaN
87,119,206Fr,A = 5.00,NaN
87,110,197Fr,A AP 100.00,NaN
87,114,201Fr,A = 100.00,NaN
87,114,201Fr,A = 100.00,NaN
87,113,200Fr,A = 100.00,NaN
87,112,199Fr,A AP 0.00,NaN
87,112,199Fr,EC ? ,NaN
87,112,199Fr,A AP 0.00,NaN
87,111,198Fr,EC ? ,NaN
88,137,225Ra,B- = 100.00,NaN
88,136,224Ra,A = 100.00,NaN
88,136,224Ra,14C = 4.0E-9,NaN
88,139,227Ra,B- = 100.00,NaN
88,138,226Ra,A = 100.00,NaN
88,138,226Ra,14C = 3.2E-9,NaN
88,131,219Ra,A = 100.00,NaN
88,130,218Ra,A = 100.00,NaN
88,133,221Ra,A = 100.00,NaN
88,133,221Ra,14C = 1E-12,NaN
88,132,220Ra,A = 100.00,NaN
88,135,223Ra,A = 100.00,NaN
88,135,223Ra,14C = 8.9E-8,NaN
88,134,222Ra,A = 100.00,NaN
88,134,222Ra,14C = 3.0E-8,NaN
88,126,214Ra,A = 99.94,NaN
88,126,214Ra,EC = 0.06,NaN
88,125,213Ra,A = 80.00,NaN
88,125,213Ra,EC = 20.00,NaN
88,125,213Ra,IT AP 99.00,NaN
88,125,213Ra,A AP 1.00,NaN
88,128,216Ra,A = 100.00,NaN
88,128,216Ra,EC LT 1.0E-8,NaN
88,127,215Ra,A = 100.00,NaN
88,129,217Ra,A = 100.00,NaN
88,120,208Ra,A = 95.00,NaN
88,120,208Ra,EC = 5.00,NaN
88,122,210Ra,A AP 96.00,NaN
88,122,210Ra,EC AP 4.00,NaN
88,121,209Ra,A AP 90.00,NaN
88,121,209Ra,EC AP 10.00,NaN
88,124,212Ra,A AP 85.00,NaN
88,124,212Ra,EC AP 15.00,NaN
88,123,211Ra,A AP 93.00,NaN
88,123,211Ra,EC LT 7.00,NaN
88,147,235Ra,NaN,NaN
88,140,228Ra,B- = 100.00,NaN
88,142,230Ra,B- = 100.00,NaN
88,141,229Ra,B-  ,NaN
88,144,232Ra,B- = 100.00,NaN
88,143,231Ra,B- = 100.00,NaN
88,146,234Ra,B- = 100.00,NaN
88,145,233Ra,B- = 100.00,NaN
88,115,203Ra,A = 100.00,NaN
88,115,203Ra,A = 100.00,NaN
88,114,202Ra,A = 100.00,NaN
88,117,205Ra,A LE 100.00,NaN
88,117,205Ra,EC  ,NaN
88,117,205Ra,A LE 100.00,NaN
88,117,205Ra,EC  ,NaN
88,116,204Ra,A = 100.00,NaN
88,119,207Ra,A AP 86.00,NaN
88,119,207Ra,EC AP 14.00,NaN
88,119,207Ra,IT AP 85.00,NaN
88,119,207Ra,A LE 15.00,NaN
88,118,206Ra,A = 100.00,NaN
88,113,201Ra,A = 100.00,NaN
88,113,201Ra,EC  ,NaN
89,119,208Ac,A AP 99.00,NaN
89,119,208Ac,EC AP 1.00,NaN
89,119,208Ac,A AP 90.00,NaN
89,119,208Ac,EC AP 10.00,NaN
89,118,207Ac,A = 100.00,NaN
89,117,206Ac,A = 100.00,NaN
89,117,206Ac,A = 100.00,NaN
89,116,205Ac,A AP 100.00,NaN
89,145,234Ac,B- = 100.00,NaN
89,144,233Ac,B- = 100.00,NaN
89,143,232Ac,B- = 100.00,NaN
89,142,231Ac,B- = 100.00,NaN
89,141,230Ac,B- = 100.00,NaN
89,141,230Ac,BF = 1.2E-6,NaN
89,140,229Ac,B- = 100.00,NaN
89,148,237Ac,B- = 100.00,NaN
89,147,236Ac,B- = 100.00,NaN
89,146,235Ac,B- = 100.00,NaN
89,123,212Ac,A AP 57.00,NaN
89,123,212Ac,EC AP 43.00,NaN
89,122,211Ac,A = 100.00,NaN
89,121,210Ac,EC ? ,NaN
89,120,209Ac,A AP 99.00,NaN
89,129,218Ac,A = 100.00,NaN
89,128,217Ac,A = 100.00,NaN
89,128,217Ac,EC LE 2.00,NaN
89,127,216Ac,A = 100.00,NaN
89,127,216Ac,A = 100.00,NaN
89,126,215Ac,A = 99.91,NaN
89,126,215Ac,EC = 0.09,NaN
89,125,214Ac,A AP 89.00,NaN
89,125,214Ac,EC LT 11.00,NaN
89,124,213Ac,A LT 100.00,NaN
89,134,223Ac,A = 99.00,NaN
89,134,223Ac,EC = 1.00,NaN
89,133,222Ac,A = 99.00,NaN
89,133,222Ac,EC = 1.00,NaN
89,133,222Ac,A AP 88.00,NaN
89,133,222Ac,IT LE 10.00,NaN
89,133,222Ac,EC AP 0.70,NaN
89,132,221Ac,A = 100.00,NaN
89,131,220Ac,A = 100.00,NaN
89,131,220Ac,EC = 5.0E-4,NaN
89,130,219Ac,A = 100.00,NaN
89,139,228Ac,B- = 100.00,NaN
89,138,227Ac,B- = 98.62,NaN
89,138,227Ac,A = 1.38,NaN
89,137,226Ac,B- = 83.00,NaN
89,137,226Ac,EC = 17.00,NaN
89,137,226Ac,A = 6.0E-3,NaN
89,136,225Ac,A = 100.00,NaN
89,136,225Ac,14C = 4E-12,NaN
89,135,224Ac,EC = 90.90,NaN
89,135,224Ac,A = 9.10,NaN
89,135,224Ac,B- ? ,NaN
90,149,239Th,B- = 100.00,NaN
90,148,238Th,B- = 100.00,NaN
90,145,235Th,B- = 100.00,NaN
90,144,234Th,B- = 100.00,NaN
90,147,237Th,B- = 100.00,NaN
90,146,236Th,B- = 100.00,NaN
90,141,231Th,B- = 100.00,NaN
90,141,231Th,A AP 4E-11,NaN
90,140,230Th,A = 100.00,NaN
90,140,230Th,24Ne = 6E-11 0,NaN
90,140,230Th,SF LE 4E-12 0,NaN
90,143,233Th,B- = 100.00,NaN
90,142,232Th,A = 100.00,100%
90,142,232Th,SF = 1.1E-9,100%
90,138,228Th,A = 100.00,NaN
90,138,228Th,20O = 1E-11 0,NaN
90,137,227Th,A = 100.00,NaN
90,139,229Th,A = 100.00,NaN
90,139,229Th,IT = 100.00,NaN
90,134,224Th,A = 100.00,NaN
90,133,223Th,A = 100.00,NaN
90,136,226Th,A = 100.00,NaN
90,135,225Th,A AP 90.00,NaN
90,135,225Th,EC AP 10.00,NaN
90,130,220Th,A = 100.00,NaN
90,130,220Th,EC = 2.0E-7,NaN
90,132,222Th,A = 100.00,NaN
90,131,221Th,A = 100.00,NaN
90,127,217Th,A = 100.00,NaN
90,126,216Th,A = 100.00,NaN
